track,stored_sector,offset_hex,sha256,entropy,zero_bytes,high_bit_bytes,distinct_bytes
13,6,0x0d600,7a740ff0bbbbe6ad8a7bf1f1d98e657638ad00bf7af749ffee432dfa3a6d6ba9,5.531304,4,135,79
13,7,0x0d700,9997ed4beec7b017d924321d6c850970448ec20ee898ea3a97be69ea6567e2c8,5.570502,2,121,80
13,8,0x0d800,c751a96b59d2291755eaa7aaabfebd6f858b00d7afb295e6d81911eabc3763db,5.619885,6,105,86
13,9,0x0d900,70256ef1343976f77c0d1b054467c5ab913bccca0e71313c560517e266ed055f,5.563152,9,145,96
13,10,0x0da00,003bd54d2a11868f006851bc39bc2ee926d5b72d99246eaa015c74f6ed56dfda,6.069268,1,115,91
13,11,0x0db00,f98900daa4905a166940f73015f661843685f3adb0861fa43f5d5dc344fc6111,6.007469,3,112,89
13,12,0x0dc00,6dca4020cafb01bc72fe66139a8f54b20c34664a80f2202f696e4a365b3bdd37,5.797476,1,106,85
13,13,0x0dd00,395c04a808e7e7314ecba9cc03ec5fdfae207b353e3c147248d1fcc2c5d44a73,5.689604,7,114,86
13,14,0x0de00,e0d2ff1220ef0f715a59ee1ee442fcb606aca49290783913d3768a9b78a717a9,5.820734,2,116,84
13,15,0x0df00,78c770d324ceab34e7b60a023a1bf3fd4fadcea992b93c6cacd8e75986a1113b,5.896477,3,114,86
14,0,0x0e000,cdead0ce70c68e7bbaac1889f4e237bc5ff34e6662a8d1f99dd7e344726f8e36,5.808406,4,122,81
14,1,0x0e100,bdef24911a2d05eba1592609c3b6074cc762e4b7689b6f3e3cf90a2359003b1a,6.025247,2,116,89
14,2,0x0e200,8fcea906faf5861593dcb96de476f0b1e1dc1a818c89056f9a81674162e9f02d,5.894011,6,128,87
14,3,0x0e300,e14ecbc904d6615665785e3b4ee05ca7a9381b7d6c8f3d86b3a26f7a005b0d6c,5.613547,2,122,77
14,4,0x0e400,fbcc4f86c2d82581512d5c9c9b321242e33241f3ba7146644990e8d3ac27347d,5.760987,9,111,93
14,5,0x0e500,0036c07e6faf5b426ca0b94b1e50d3b8454faed2cba6cf4b92cab1cb04feeea4,6.000516,5,133,94
14,6,0x0e600,9814ab0c0d5c38dc01991cab64c330fa297d84ab763e1a726edd0a7e8d030944,5.958396,2,122,90
14,7,0x0e700,977000868269695ee7119c84c097febe6de1f0ba2a52e97f802f7b636d628e89,5.996831,4,117,82
14,8,0x0e800,690aca93738bf1c97181528d0cb59ed80b25e75c0e90569e6b96a091a7929036,6.062088,2,147,95
14,9,0x0e900,8eda03dc834b8084d32b3970b143199cae58c8f9b8b450a03932b44cdcec1b8e,5.980969,2,153,94
14,10,0x0ea00,a7ee3f5eb0dbf61da06521e0baf05664e63d6204385e7bfead72a6b5f13ff207,5.959697,2,147,90
14,11,0x0eb00,bf7b40bee7d21e9a7957dba228e60e362190ee6748dc49dc0d65bc4e4f895140,5.026672,5,159,79
14,12,0x0ec00,7daaeef6a40a3b4363a7176d5ff20080ceb561cf4c29db6396efe06bd46e0560,5.798880,2,128,81
14,13,0x0ed00,3f61371cb586ca5b47faf07bfd93fea8ecb4b72df7813b6b0d3ed72096441828,5.744477,0,115,73
14,14,0x0ee00,60437e225da9c1de829ea139fa1bf3e59ef6c95bdd0e67e643f49f87fc3247a6,4.978984,63,94,80
14,15,0x0ef00,a90d106ce22f12a3d5289f06b241c9407064fcbc1b8ae46a4d34d1ae39ae473c,5.427012,5,131,83
15,0,0x0f000,9dfd430999a33e516ee26cdb5b814295d066dd1324802446c518f692ac8e57cc,5.917113,2,140,94
15,1,0x0f100,9c142d8c3d09b6c65881e0365dee1ba15703a07c230ec779d6838e5b03643113,5.596049,4,121,82
15,2,0x0f200,10f3553ef613eaddff8ad42b029890d4465185c96a974eca4c165ba9d3982e04,6.034482,4,134,89
15,3,0x0f300,af4ec93a237cbab5fd37132642885817611b0ede08bb994919761099c151bbe5,5.862272,7,123,92
15,4,0x0f400,3c2b5aadbe61d565e3e44a7aaa5001ee545840e2632e5ad2513a569368d24b6b,5.744779,8,132,88
15,5,0x0f500,083cca5bb3e3030e5f76626da54a42c2a3b6636eba65a02fad07355804d474c4,5.781345,4,140,88
15,6,0x0f600,6fd6f763adb1c7603cbce8b6de3c3e9ad6d3c7137e62f9d5f7e684de4007fb3b,5.875276,1,140,92
15,7,0x0f700,2910d36cee77b7cd67d4416743423125f30c4da719a05815764668072be760c0,5.661199,3,137,75
15,8,0x0f800,db12003647b4cf20aa2fed06d3b05ad68085d6569295e76fa8d11c22904d19e6,5.863844,4,129,87
15,9,0x0f900,0a9e656197400c66a8ad3499aa0565547b10e9024fe3d56efbb2bfb9174f97a4,5.661870,30,133,86
15,10,0x0fa00,622890207b7fcb5364e39b2d25b4a13e8386cec3f752a69998432408fffb28c1,5.820245,3,136,86
15,11,0x0fb00,2b46c7e4f3c660ec9bdeb15c6559cc0d9aa0d23a8cfd1a64186307d2d5b64072,5.802767,5,126,85
15,12,0x0fc00,d518d93be89ed628736ae34ee38b6adbddea39dde93d9afb549599920df78d4b,5.796543,2,128,76
15,13,0x0fd00,655e8cd5202f18cbaa8c00357fa870aa3dde472c381aa12d5568d17e2336a78d,5.713382,1,139,77
15,14,0x0fe00,52bd8595c85753569847f9544e1724ab109fbff0bff00fd4a629a8e811712db7,5.696364,0,138,80
15,15,0x0ff00,43fe8c9042d199780b23bfefc6649933130ba7dd0773921a7b4dc27abe48802d,5.801663,2,144,84
16,0,0x10000,52cfad00263f8cb4a367a286017f51352888c330f2d84d6062b99a640ab29f76,5.796417,3,130,80
16,1,0x10100,e1f477cf2f43a3c62f0f3b51730521baffe2ae89e3d69a620fecfc35348691e2,5.620788,1,116,78
16,2,0x10200,08c7193d0915130d1a4480d92b6b4329cd26deadb867828711cb81561b8e2887,5.663633,2,124,77
16,3,0x10300,b599913af4a705564df9aa69f147470eb5c70d6d335d0486571130717cc5f671,5.546823,3,129,75
16,4,0x10400,13a4f431771b45d67382805502236da9be8c26fabd6e10819963fa2df671347f,5.588344,2,130,77
16,5,0x10500,1ffbe366d8cc6c42788c2a1025fb1bd017380fe967e3bfeeac19845dd9b65483,5.849185,3,131,85
16,6,0x10600,a1cfac7eaaab304e99e7f9d7790fadcea48b7f342f9e39c716c3bcea76c66f53,5.584547,3,145,75
16,7,0x10700,e942930661665acde1a82a1d4409beeb62c62893451fdc69279aba2cf26262d4,5.586235,0,138,77
16,8,0x10800,45313c3420eeee10d9ae4bd8f7e892bf0b0e408abe03689b4afe1a86d44bc46e,5.462068,1,137,69
16,9,0x10900,e8d112b59d4dacc456384ee33a00017eb9c0bdab693927c1e87cbbf093dc6840,5.408178,0,115,67
16,10,0x10a00,47933331a110914109d358adba6328c4efbd4ec63e8f3f918556cd36b48e8842,4.823080,32,62,60
16,11,0x10b00,c28b3ce4967b300cd4c063e19a8407d6a1c9d7c125f60d7e506b625387e26675,4.376205,79,120,61
16,12,0x10c00,eb8a8c71c4b75dc1314eec6d8593a9be0ab0490b77b604e382df66ac77b3f976,5.823251,3,122,89
16,13,0x10d00,e45b002782429c946d6319f5141c2a3667f99e3c7ba2fcc97a972a72e697d940,5.727843,1,133,84
16,14,0x10e00,d3e663a0f62afe95166201d9491a73db4dcfe8866a89d22440c5398f968eb7a7,5.652188,5,128,80
16,15,0x10f00,22779e4a0534afb9e0b3df682764aa2463d1ec25356ef2d68551638b553efbd9,5.427431,0,127,74
17,0,0x11000,a7759cf90ce16f591eeb08147a97250c09a1ad30e6db5f90d093d2c9d9a07d5d,5.645324,0,132,75
17,1,0x11100,4c4ae4888396a2b1fd99a5e5d16484b97b0c513ec097a8d3f67f8b4c99f589a6,5.655148,2,124,82
17,2,0x11200,d2137ec64a1d917d296c58ce6ea56a8dd69cb511975e52fcd597b0ae8edff3dc,3.705136,133,56,63
17,3,0x11300,5b020d094b10e193383f5cccaf7c1d17ee2cddf3c9fa0a8c54ef76361640277f,5.853867,10,133,96
17,4,0x11400,4053f194fe18e98586a052636cf977781c3fd222dfd8952a10354479bcf1ab3d,5.967971,4,122,93
17,5,0x11500,a6184e646ac8a311f2a73f96e7ecfebbed45777b627365bf63d788689c17edba,5.712057,2,158,79
17,6,0x11600,51e614d238f0ec0f44c4cd6699afcc6a14bc6b67f1b2a9e5e91642d3bbb62378,5.353268,7,115,65
17,7,0x11700,73871a675e294389792d88685886db20ef38f929bf9f4093e3c0f957c35a1190,5.758964,11,134,85
17,8,0x11800,89389cb350059e4fb9706a94f874515cf84eb52a3ab7fde23b1f253fed928d0d,6.014968,8,150,91
17,9,0x11900,e81376d589dbe5726a71359e7c5aa2ddce385a00d556ddec37686bf1dddcebd3,5.799733,10,143,79
17,10,0x11a00,99054182eea269c56554ad6ce356741d8c91a76f317ed0173c7907e6a805ed51,5.884384,23,150,88
17,11,0x11b00,fcf1c8067daa200b2c53561b8ac3b573732fe86ee9d92dd0e458a8f1a7caf11f,5.746194,9,135,78
17,12,0x11c00,9f26c06adcc8fcdda4486ba6ec68333bb8b331dfa0c1f440e8d27454c85d7407,5.494523,19,35,58
17,13,0x11d00,b58441eadbedf4c63703bb62974e99f324f1b1e2758d65c90d7f9948ec41b61c,2.786370,22,165,10
17,14,0x11e00,8a41c8e01f020d4ef9d81325d5fae9b289656a6a9d2d354af4b44aac22c03200,3.516688,39,0,30
17,15,0x11f00,561caf4141b0e1d8f7ea32babba7cb686a819a901ac13f8110c0bb9ea175bfca,4.666773,50,0,47
18,0,0x12000,e3cffffc8bbbe71f3aa3e0f7af1bf01b9a7aacf003c5e9d439a9073023d3e8eb,3.073510,52,0,17
18,1,0x12100,03006b256ada3c679450b30affe0f9efc5ae46509b06456cbe22a8f31373f54c,3.119547,82,0,17
18,2,0x12200,8b7d84d435acce9456590128324181af53dd1046b7ceba8a3e95407176e3dc17,3.482920,46,0,20
18,3,0x12300,d476c89804e0c93941d30342b3c63bbcd027556c17eb036c59dd1895ff23a206,3.379534,73,0,20
18,4,0x12400,d5a25b267d9237513436db34b6d9726a25abb8cda8f5b165c3c3e19462ce29d4,6.001917,5,96,74
18,5,0x12500,25533140b63c110c7f6810009c472d8fa8f3c7859c27fb7718dcbed57b6a944c,4.971550,0,154,84
18,6,0x12600,17811c4f730d2297643f39686a5778c9623f65607c250c965d7207175c159bcf,5.088873,0,157,93
18,7,0x12700,95d9234036881073f6e206a275a47cd3e10ae12cab7e7fa1bf444bf7e804ee70,5.131190,0,153,88
18,8,0x12800,52e8e4a0be0b733e6a0f0d900f70fe5739278d907a5b29b4db6ced1633f8969f,4.321875,4,153,82
18,9,0x12900,41b9bd92f8925a3c26e292908cc940792038ecfbc2a3166f9c0ee0a844d49c50,5.696167,21,97,78
18,10,0x12a00,c949fb901923264b9b664c9f77493836c5c8e1de85f3764088df27c636f3a48b,5.542448,28,167,73
18,11,0x12b00,bb813e4624fa7b1b48f20bf1c8d210d79ff23dac689c8d9f9dbde52431b3e2c1,1.116070,127,127,4
18,12,0x12c00,f3706bb3d6538792ab01de8362c7dd7640c33a4dd5f262fd0bb3a276acc87e5c,1.116070,125,131,4
18,13,0x12d00,196f9af556c7cd41716157c346c38213270505f49852e008bab23e43996f4b47,1.123883,127,127,5
18,14,0x12e00,acd40ee371dff8f0ec794c1682fdb64efccacb15bdadb4bfbc2c952c415b54a8,1.057924,125,131,3
18,15,0x12f00,52d96890434cd8221fc11fb235233ee1663e7363319958cfaaae85925ca6b71e,1.123883,127,127,5
19,0,0x13000,f09ea0b36954ee5422f3894c4da743f210cd3616e6155d7d8c17bb2cfd61a4ee,5.728126,10,174,79
19,1,0x13100,a1cc3c3af2990495d49a8ccda22bdacc9a73b9865091e9fba87a043fa8141cb2,5.022213,30,30,40
19,2,0x13200,d7d10d9cced6ae111fbb322f62ffc373c257c999a678e0616a89da1dd3a2eb64,2.168645,120,72,6
19,3,0x13300,90a083cccb38caa5fa5a6bc70ee2fdfc24d81d74de21e42ff34e45818c126e16,4.456799,49,0,42
19,4,0x13400,ab4fb21d595c032b80be8235f9227604a63f79db2b9d06cd77822fb482d61e00,4.557410,48,0,44
19,5,0x13500,fc426c94219b791356e7c57cde71c0d84872f8fa516544655d0da678fd1512c8,4.591984,32,65,50
19,6,0x13600,4a3d878f40beb6d9289b79d4fc64f2e7a233c3664cb8b9d636513aaf08622c4a,4.619338,25,68,52
19,7,0x13700,0c9340212a6842d84e0f38fb272ec4d4985510a17f486cd2df852d6dc21b6a49,4.665772,30,64,54
19,8,0x13800,494366ab2e6b556514bad484dd6622755e941a22db2eab03e81d7d03e53b34b9,4.583520,28,62,51
19,9,0x13900,cf72386cce2266b052abedea53394ad990487d4baa3183a369c14235734fad06,4.730001,29,65,57
19,10,0x13a00,b77b4eb5cd72915515dafecacaa8711f9548f5ae07b9392989f0abc13118f3b8,4.526750,33,74,47
19,11,0x13b00,6090e8dbc2d26548af572a0ffc9f744a44fe5ac3737f789f5ff8b7ebd19b6baf,4.701793,23,67,53
19,12,0x13c00,d21e6ffb82780d07c2f355ad3b8105770b49ebaa944cf32d51ba757fe1c4db2f,4.718140,19,77,57
19,13,0x13d00,0d5e918fc26c31de63f05c21e677c66241adff15b92d9501fe2a4e50c6357e35,4.768924,22,70,60
19,14,0x13e00,79920d76dd7e051aebb6c852fa6aac43d1b08ea4b0e19d81319a4dd974eb4deb,4.899519,24,63,60
19,15,0x13f00,3a74be7f5c82b7b115badb65770ae73b28b2dcb2bf0aac02ce4165cc92769976,4.095684,77,60,47
20,0,0x14000,9c805f51f33d1136e6a05f224169a8f5d81b7186fb151ed6c0ac1b16c35d608d,5.718750,7,166,77
20,1,0x14100,56cc2357b0367d2c052e34a425e2b673fc58249e721d6954926a68b19e78f7b4,5.752404,12,177,79
20,2,0x14200,e2620aef1c1452dbad9ab0529d0d4994abec2afc08794ab637fff73c5e394529,5.790482,5,170,84
20,3,0x14300,2ab0bd442e4aee2e340de994867c8aba38c2b106a035f5866349a1620afc0f86,5.598345,4,170,74
20,4,0x14400,301cfbb8c036b1c9d82a79055a8b8adb90b7213f47b908193958aef4692c39b7,6.017432,19,131,89
20,5,0x14500,38876ed6285d0a5d4c1fe2c8ac4ade43ca6653a7f0796647b78f0079ed27f356,4.409471,67,118,56
20,6,0x14600,084dc5662021220c9373ad7bac936395ff438342820d937723e69b7321d4b775,1.123749,128,124,5
20,7,0x14700,5786941326904510be41f6a912e8a031929a50a9ee4b588ed5abe8498f8fdaa7,5.424978,57,109,89
20,8,0x14800,70e9060cc40c6a410a9bbce4356f853b2619707b3d953aa8c427add9570293dd,5.382854,10,143,75
20,9,0x14900,e5c73121bbdae7e1150d2cf59f5cb807814a2ac17e7652e0935a15d949a57e79,5.983479,3,144,88
20,10,0x14a00,fb3ce05166e82a6af07acf0e670a02d4013194e3db95df4d8f68e2a69c950f81,6.213707,30,102,110
20,11,0x14b00,4e33757456451e11a9809806de06b99c323b84f8e9bf580dd2e5d9af247024bd,2.997638,119,66,27
20,12,0x14c00,61af257237238c5d0c2f1eb4d116a8f081703208eff53514db840d38d16beaf6,4.252500,99,81,58
20,13,0x14d00,d3d8cfd275db9e2b92a85ec75b6f21d791f7fb6bdae4e9d30f812494d7e3d51d,5.687172,1,113,77
20,14,0x14e00,4e4778d5c76ecc86d2ca575287aebb41c6634f843b8c4ae4c08a2248c0beed41,5.614385,0,18,67
20,15,0x14f00,beb2f04ab84798bcab19a205dcab3e7aa900b91b6eb7385c4405de874616fe39,0.770625,233,13,17
21,0,0x15000,63b433d6cee438308f42bd191f2beab02745bbb7dacdfea2f09d62fcd87e47c7,5.940659,16,135,94
21,1,0x15100,268ae52c1ddf44510793a4428e3194afa155e17d68aaa470e7616458fa40700f,5.879671,10,144,85
21,2,0x15200,352d2721dbe377e81a285982d55c8b47f2c62f1d55f1bf0855c17693dd3d0643,5.591798,19,45,91
21,3,0x15300,44392625a5b830e1e91d3f6ede9e6d6d85416d8e7090be86ed4172e68a817f4c,6.233795,7,132,100
21,4,0x15400,48d07b0513337bd28b24abb9b9fd2233ebebb630b04ee6491780d7fe6498d71b,4.274180,0,13,29
21,5,0x15500,9058796a1ba3c1d4d85e5c6ae8b1f2282e4630c539c3510bb3e17e740b68409e,4.188332,0,12,31
21,6,0x15600,55fcfd1aa682a82bcec3eabfa1de2968d9909d420a9cea61775f0ab424b73f43,4.516228,0,14,35
21,7,0x15700,6893fdc96acfff889fc18397362817267d9b2df2d7b46f3448e026858979ffd6,4.448415,0,12,31
21,8,0x15800,e243acc81b1fd2257b9b94e4dd365c942b2925086149b8c4383ba1cab1bf4641,5.958063,12,130,90
21,9,0x15900,2edfe48a84c903be03c066f2f02b95490d2d16b7cd1b9e7e41b8f0c2366cc619,5.874810,7,159,84
21,10,0x15a00,67cfdcc8a26e3a1d540ceff4d665642b34b63e45930ff3d590fbf4ec6dcf9b4b,5.970292,10,130,88
21,11,0x15b00,73a55b25c7720efa88e5b1f13edaa3407e52a80492cfb0a04834f20c46f31287,5.873550,2,141,91
21,12,0x15c00,cfafd4f0b4f93b1c6a07447e040413df620d78f120b6c158dcf62716286ec80d,5.887525,5,138,85
21,13,0x15d00,b1724c3a0908f80743d705566cd96310d49d10f9bb1f840f3ba38612725a2e16,5.724983,9,131,77
21,14,0x15e00,1a99670f3e3da73307ac3e4967ba2eef19d143a12ce712e96f0dc9f12662b82d,5.921223,8,176,86
21,15,0x15f00,11eac294ccd6fc1a7ae23f38a08cadf6df50df2fbd18e3e3d7e1ee2fbf661d5a,5.131019,33,40,62
22,0,0x16000,e61fb2a82e6d4ba9f3ce8b57c93fa02fdae4ed9ecdbdb9c7ac35062e68961482,5.211719,63,41,95
22,1,0x16100,50aae5b64354f370522198d3f8d658d2ba72ebe49c358a307e04441aaa696ae1,3.383198,124,5,40
22,2,0x16200,350904d81fbd7d3eb01ccbff258101a5b0a63dbc754ff3df71855378b42b5379,4.309690,78,16,47
22,3,0x16300,ea878205b2deb0e58e9617ebf222c49ea2e707ad866f20f90dc282932bb6eeeb,4.782993,63,15,52
22,4,0x16400,dcb051fa4d39ce1dadcbb82629dbb8fc5671eb16d0c0af80b3986f1827e66a5d,5.072083,45,43,52
22,5,0x16500,bea8e86e3ad4c24a398d582ab95976ad2f138afb8a7311421da321b36dc05a86,5.119279,29,16,60
22,6,0x16600,b222970914dc6f471b4b84d56a6d5d24da2006e471c1ddcf4d34f3e417c43da9,5.062789,32,19,63
22,7,0x16700,fbc6eb47c1dc9def503425a5dc9b8048ecd1b1a3e86003d602bdfa9307dbccfa,5.058685,53,3,64
22,8,0x16800,b00cadd9a4ff37c46b7f2a72cbae26e604f40e05dd820ca31a8d62dfee2c93f4,4.585911,74,16,58
22,9,0x16900,da0d9396a08bddd2b0208a30cd069e493ee7db2984731c8404e25caf12aefeb6,4.974560,9,1,53
22,10,0x16a00,ed8f1a7a3d81c58c2d7a9cfd995ef112af405e3a53004ce00f7b89eedbd29d26,5.614005,22,66,84
22,11,0x16b00,4159481d81da4071ff3be1531823c1a38ec0f69436804aeeb712f840ac85aec7,5.657537,12,99,82
22,12,0x16c00,88bb8a10cf44a9bb385f77d2ce8daf52e50e7bc6ce0e86d62b9c3fd220752dff,6.023902,9,109,97
22,13,0x16d00,6d07df6bb2496036336943f1f73caa58b79040fd73f34fe19a34f655cc2f6ad5,5.848257,4,132,99
22,14,0x16e00,d48ddbbbdac696cfcd2b5eaee9612432e2466fbad0c47c29c5527a257dc91682,5.674372,18,175,81
22,15,0x16f00,6a9013ef57fe90306dc117f5a0f84744ad679d1112bd8c463512eed29cee5224,5.421698,25,101,67
23,0,0x17000,80f9675e2ef0f4a90442418182d3842c67fca31b704eb0f56baa603e1ae37a4c,5.485826,12,176,68
23,1,0x17100,692974aa9a1365f7dbab97d6c9adc9af3f980919d67e46ccc6deb27c027e399b,5.101435,16,109,61
23,2,0x17200,d4a5aa4e58ad38fdd558db3d8576e89da080e6d86b041e499111e10f2c133216,4.483362,4,94,43
23,3,0x17300,5f95554d7fa63a87306eb9abe0d76be64ca42edc65af43af0d0ad0c5d30f33e8,5.658216,15,151,78
23,4,0x17400,9ed76586b26e1f11e4a3b60bcc57fcc10e3209e5a12dda85c7f031266eac26f5,3.841885,113,17,52
23,5,0x17500,40f5dd503342f4372c2dd6020bec34279114a2c792a04c52d06102b403d43b81,3.799688,108,8,45
23,6,0x17600,12a5f2649ead8b5080df4c9565f5e3ca54e056e7b077bce4df6c7fcaea228118,5.520732,50,57,86
23,7,0x17700,e4058639bd20ba514c2553fab69379855d24a4fae7c627f0b745c4c170b400a6,5.858822,30,44,90
23,8,0x17800,a35a5c968de4e533dfd9c8801b09639b028e4b668886be439613528f3b5a558d,5.199890,64,41,96
23,9,0x17900,50aae5b64354f370522198d3f8d658d2ba72ebe49c358a307e04441aaa696ae1,3.383198,124,5,40
23,10,0x17a00,25bec31af5447d6580f9d269427813ee19e797a96e15fffa0e571a40f11ab576,4.279319,79,15,46
23,11,0x17b00,cd28cff875799baf0831cdc19c4c71dbbc038c63df6563fec2eb9ad0708f077b,4.748710,64,12,51
23,12,0x17c00,67057cf31a1c70a57fe0395d7caef371b94581693e727b428e0013430331a46c,5.069197,45,43,52
23,13,0x17d00,e96c7b998534076e2b5d03f8bee27db2942fd4a91faec1c099e2b61183590da9,5.124577,29,16,60
23,14,0x17e00,e9c8e82334ed2a28674e1015bc482e5e3616553c78f13d074b2938f1353b9611,4.961925,47,3,62
23,15,0x17f00,4b767e7be5d0eab0e5ae86f3ffe25e7382e92ebe0e5d3f17403ef97d3e9a83fc,4.728454,65,3,57
24,0,0x18000,8659d5cbc8c9a89eb76f992e0bfafd7d09bf8f79c408297001609926c07b6a2d,4.605003,73,16,58
24,1,0x18100,3edd4df936181e388618026c762ec95ac156713df9d2978b807d8ba99a48f747,4.979949,9,1,53
24,2,0x18200,7dbe3353e1ac05785f29fb8a44b186e26148c6dd972f7cbaaebb5cf5f870cf89,5.522637,24,77,77
24,3,0x18300,8ebe4e5bfd0d23ca404d3d60003573331d26b97ce78ef80b505e65273b08645a,5.667298,3,200,88
24,4,0x18400,bde2c84336be02616808fb0733cd8cee1cc8c3d2bb7dace2b2f7bce333134a82,5.659178,8,156,82
24,5,0x18500,7a3597102c5cc4ebef10c84a8362b132a27ea16bf8d1730af1bc1f15eccd8663,5.789418,5,132,97
24,6,0x18600,109e9d046c9dad83ddc0033ba27bace35477fc5334dcfa0f23f6fa056c9c3cf5,5.665252,20,173,81
24,7,0x18700,91ef3acddc1bdd286a20c62a4af1e33d1938d347712bc067cb1732d97e209331,5.444795,23,103,67
24,8,0x18800,ff8dd232a40b3494deafdb382941bf5905deb904c131d1cdea17bd6ee3d05ea2,5.478917,12,174,67
24,9,0x18900,55f5983c983efc7bb77be3a20cff0723cfb340ee3fc63a1391dba8153e20da97,5.098661,16,110,61
24,10,0x18a00,0a8e39e8a02a8359e6a54f9b4fc9e95fa72c5897bd61bc10f8d2d6332891a2e8,4.483733,4,93,43
24,11,0x18b00,66083471da621e62da692ddc0418b4f83c30d63a939682cdd36828662d545496,5.554950,8,156,79
24,12,0x18c00,7c096bfdd047bfa21bde447272bdc3dbd235a448143f03b6cf913f37d95bd5a7,3.859500,113,17,52
24,13,0x18d00,a3f4c832138ee5e13d5f789447b2dbe3b7dfe51aaa7d53b2028fce777f77e820,3.815668,107,8,44
24,14,0x18e00,b1f9611a35992e2be35ea3b2edf2178bcefb9a011022a2f8975bd5dc2e0b601c,5.459102,53,55,85
24,15,0x18f00,c8e1090b4ff2948bb7d70bdff10f2202d281c9260c9efd19064bbb35e82f2d8d,5.760598,34,48,87
25,0,0x19000,e61fb2a82e6d4ba9f3ce8b57c93fa02fdae4ed9ecdbdb9c7ac35062e68961482,5.211719,63,41,95
25,1,0x19100,50aae5b64354f370522198d3f8d658d2ba72ebe49c358a307e04441aaa696ae1,3.383198,124,5,40
25,2,0x19200,350904d81fbd7d3eb01ccbff258101a5b0a63dbc754ff3df71855378b42b5379,4.309690,78,16,47
25,3,0x19300,ea878205b2deb0e58e9617ebf222c49ea2e707ad866f20f90dc282932bb6eeeb,4.782993,63,15,52
25,4,0x19400,dcb051fa4d39ce1dadcbb82629dbb8fc5671eb16d0c0af80b3986f1827e66a5d,5.072083,45,43,52
25,5,0x19500,bea8e86e3ad4c24a398d582ab95976ad2f138afb8a7311421da321b36dc05a86,5.119279,29,16,60
25,6,0x19600,b222970914dc6f471b4b84d56a6d5d24da2006e471c1ddcf4d34f3e417c43da9,5.062789,32,19,63
25,7,0x19700,fbc6eb47c1dc9def503425a5dc9b8048ecd1b1a3e86003d602bdfa9307dbccfa,5.058685,53,3,64
25,8,0x19800,b00cadd9a4ff37c46b7f2a72cbae26e604f40e05dd820ca31a8d62dfee2c93f4,4.585911,74,16,58
25,9,0x19900,da0d9396a08bddd2b0208a30cd069e493ee7db2984731c8404e25caf12aefeb6,4.974560,9,1,53
25,10,0x19a00,ed8f1a7a3d81c58c2d7a9cfd995ef112af405e3a53004ce00f7b89eedbd29d26,5.614005,22,66,84
25,11,0x19b00,4159481d81da4071ff3be1531823c1a38ec0f69436804aeeb712f840ac85aec7,5.657537,12,99,82
25,12,0x19c00,88bb8a10cf44a9bb385f77d2ce8daf52e50e7bc6ce0e86d62b9c3fd220752dff,6.023902,9,109,97
25,13,0x19d00,6d07df6bb2496036336943f1f73caa58b79040fd73f34fe19a34f655cc2f6ad5,5.848257,4,132,99
25,14,0x19e00,d48ddbbbdac696cfcd2b5eaee9612432e2466fbad0c47c29c5527a257dc91682,5.674372,18,175,81
25,15,0x19f00,6a9013ef57fe90306dc117f5a0f84744ad679d1112bd8c463512eed29cee5224,5.421698,25,101,67
26,0,0x1a000,80f9675e2ef0f4a90442418182d3842c67fca31b704eb0f56baa603e1ae37a4c,5.485826,12,176,68
26,1,0x1a100,692974aa9a1365f7dbab97d6c9adc9af3f980919d67e46ccc6deb27c027e399b,5.101435,16,109,61
26,2,0x1a200,d4a5aa4e58ad38fdd558db3d8576e89da080e6d86b041e499111e10f2c133216,4.483362,4,94,43
26,3,0x1a300,474fe76dadcd0f29cf5cad162b29dfa647ebd52c25b4eefbb46a07fedfdd3d58,5.682625,15,151,79
26,4,0x1a400,9ed76586b26e1f11e4a3b60bcc57fcc10e3209e5a12dda85c7f031266eac26f5,3.841885,113,17,52
26,5,0x1a500,40f5dd503342f4372c2dd6020bec34279114a2c792a04c52d06102b403d43b81,3.799688,108,8,45
26,6,0x1a600,12a5f2649ead8b5080df4c9565f5e3ca54e056e7b077bce4df6c7fcaea228118,5.520732,50,57,86
26,7,0x1a700,e4058639bd20ba514c2553fab69379855d24a4fae7c627f0b745c4c170b400a6,5.858822,30,44,90
26,8,0x1a800,e61fb2a82e6d4ba9f3ce8b57c93fa02fdae4ed9ecdbdb9c7ac35062e68961482,5.211719,63,41,95
26,9,0x1a900,50aae5b64354f370522198d3f8d658d2ba72ebe49c358a307e04441aaa696ae1,3.383198,124,5,40
26,10,0x1aa00,350904d81fbd7d3eb01ccbff258101a5b0a63dbc754ff3df71855378b42b5379,4.309690,78,16,47
26,11,0x1ab00,ea878205b2deb0e58e9617ebf222c49ea2e707ad866f20f90dc282932bb6eeeb,4.782993,63,15,52
26,12,0x1ac00,dcb051fa4d39ce1dadcbb82629dbb8fc5671eb16d0c0af80b3986f1827e66a5d,5.072083,45,43,52
26,13,0x1ad00,bea8e86e3ad4c24a398d582ab95976ad2f138afb8a7311421da321b36dc05a86,5.119279,29,16,60
26,14,0x1ae00,b222970914dc6f471b4b84d56a6d5d24da2006e471c1ddcf4d34f3e417c43da9,5.062789,32,19,63
26,15,0x1af00,fbc6eb47c1dc9def503425a5dc9b8048ecd1b1a3e86003d602bdfa9307dbccfa,5.058685,53,3,64
